,ID,author,year,title,keywords,journal,eprint,doi,adsurl
4328,Bruni2019A&A...630A.111B,"Bruni, G. and Piconcelli, E. and Misawa, T. and Zappacosta, L. and Saturni, F.~G. and Vietri, G. and Vignali, C. and Bongiorno, A. and Duras, F. and Feruglio, C. and Tombesi, F. and Fiore, F.",2019,The WISSH quasars project. VI. Fraction and properties of BAL quasars in the hyper-luminosity regime,AGN,A\&A,1908.09673,10.1051/0004-6361/201834940,https://ui.adsabs.harvard.edu/abs/2019A&A...630A.111B
4329,Bruni2019arXiv190201657B,"Bruni, G. and Ursini, F. and Panessa, F. and Bassani, L. and Bazzano, A. and Bird, A.~J. and Chiaraluce, E. and Dallacasa, D. and Fiocchi, M. and Giroletti, M. and Hernandez-Garcia, L. and Malizia, A. and Molina, M. and Saripalli, L. and Ubertini, P. and Venturi, T.",2019,Probing restarting activity in hard X-ray selected giant radio galaxies,AGN,arXiv e-prints,1902.01657,,https://ui.adsabs.harvard.edu/abs/2019arXiv190201657B
4330,Bruni2021MNRAS.503.4681B,"Bruni, G. and Brienza, M. and Panessa, F. and Bassani, L. and Dallacasa, D. and Venturi, T. and Baldi, R.~D. and Botteon, A. and Drabent, A. and Malizia, A. and Massaro, F. and R\""ottgering, H.~J.~A. and Ubertini, P. and Ursini, F. and van Weeren, R.~J.",2021,Hard X-ray selected giant radio galaxies - III. The LOFAR view,AGN,MNRAS,2103.00999,10.1093/mnras/stab623,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.4681B
4331,Bu2020MNRAS.496.3161B,"Bu, De-Fu and Yang, Xiao-Hong and Zhu, Bocheng",2020,Gas flows in an active galactic nucleus - I. Two-phase gas inflow,AGN,MNRAS,2006.10298,10.1093/mnras/staa1752,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.3161B
4332,Bu2019arXiv190100972B,"Bu, De-Fu and Yang, Xiao-Hong",2019,Quenching black hole accretion by active galactic nuclei feedback,AGN,arXiv e-prints,1901.00972,,https://ui.adsabs.harvard.edu/abs/2019arXiv190100972B
4333,Buat2021A&A...654A..93B,"Buat, V. and Mountrichas, G. and Yang, G. and Boquien, M. and Roehlly, Y. and Burgarella, D. and Stalevski, M. and Ciesla, L. and Theul\'e, P.",2021,Polar dust obscuration in broad-line active galaxies from the XMM-XXL field,AGN,A\&A,2108.07684,10.1051/0004-6361/202141797,https://ui.adsabs.harvard.edu/abs/2021A&A...654A..93B
4334,Burke2021MNRAS.504..543B,"Burke, Colin J. and Liu, Xin and Chen, Yu-Ching and Shen, Yue and Guo, Hengxiao",2021,On the AGN nature of broad balmer emission in four low-redshift metal-poor galaxies,AGN,MNRAS,2011.10053,10.1093/mnras/stab912,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504..543B
4335,Burke2021arXiv211103079B,"Burke, Colin J. and Liu, Xin and Shen, Yue and Phadke, Kedar A. and Yang, Qian and Hartley, Will G. and Harrison, Ian and Palmese, Antonella and Guo, Hengxiao and Zhang, Kaiwen and Kron, Richard and Turner, David J. and Giles, Paul A. and Lidman, Christopher and Chen, Yu-Ching and Gruendl, Robert A. and Choi, Ami and Amon, Alexandra and Sheldon, Erin and Aguena, M. and Allam, S. and Andrade-Oliveira, F. and Bacon, D. and Bertin, E. and Brooks, D. and Carnero Rosell, A. and Carrasco Kind, M. and Carretero, J. and Conselice, C. and Costanzi, M. and da Costa, L.~N. and Pereira, M.~E.~S. and Davis, T.~M. and De Vicente, J. and Desai, S. and Diehl, H.~T. and Everett, S. and Ferrero, I. and Flaugher, B. and Garc\'\ia-Bellido, J. and Gaztanaga, E. and Gruen, D. and Gschwend, J. and Gutierrez, G. and Hinton, S.~R. and Hollowood, D.~L. and Honscheid, K. and Hoyle, B. and James, D.~J. and Kuehn, K. and Maia, M.~A.~G. and Marshall, J.~L. and Menanteau, F. and Miquel, R. and Morgan, R. and Paz-Chinch\'on, F. and Pieres, A. and Plazas Malag\'on, A.~A. and Reil, K. and Romer, A.~K. and Sanchez, E. and Schubnell, M. and Serrano, S. and Sevilla-Noarbe, I. and Smith, M. and Suchyta, E. and Tarle, G. and Thomas, D. and To, C. and Varga, T.~N. and Wilkinson, R.~D. and DES Collaboration",2021,Variability-Selected Dwarf AGNs in the Dark Energy Survey Deep Fields,AGN,arXiv e-prints,2111.03079,,https://ui.adsabs.harvard.edu/abs/2021arXiv211103079B
4336,Bar2019MNRAS.489.3073B,"B\""ar, Rudolf E. and Trakhtenbrot, Benny and Oh, Kyuseok and Koss, Michael J. and Wong, O. Ivy and Ricci, Claudio and Schawinski, Kevin and Weigel, Anna K. and Sartori, Lia F. and Ichikawa, Kohei and Secrest, Nathan J. and Stern, Daniel and Pacucci, Fabio and Mushotzky, Richard and Powell, Meredith C. and Ricci, Federica and Sani, Eleonora and Smith, Krista L. and Harrison, Fiona A. and Lamperti, Isabella and Urry, C. Megan",2019,BAT AGN Spectroscopic Survey - XIII. The nature of the most luminous obscured AGN in the low-redshift universe,AGN,MNRAS,1908.07546,10.1093/mnras/stz2309,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.3073B
4337,Caballero-Garcia2019arXiv190104357C,"Caballero-Garcia, M.~D. and Dovciak, M. and Bursa, M. and Papadakis, I. and Karas, V.",2019,X-ray Reverberation Observational Modelling in Active Galactic Nuclei,AGN,arXiv e-prints,1901.04357,,https://ui.adsabs.harvard.edu/abs/2019arXiv190104357C
4338,Cackett2020ApJ...896....1C,"Cackett, Edward M. and Gelbord, Jonathan and Li, Yan-Rong and Horne, Keith and Wang, Jian-Min and Barth, Aaron J. and Bai, Jin-Ming and Bian, Wei-Hao and Carroll, Russell W. and Du, Pu and Edelson, Rick and Goad, Michael R. and Ho, Luis C. and Hu, Chen and Khatu, Viraja C. and Luo, Bin and Miller, Jake and Yuan, Ye-Fei",2020,Supermassive Black Holes with High Accretion Rates in Active Galactic Nuclei. XI. Accretion Disk Reverberation Mapping of Mrk 142,AGN,ApJ,2005.03685,10.3847/1538-4357/ab91b5,https://ui.adsabs.harvard.edu/abs/2020ApJ...896....1C
4339,Cackett2021iSci...24j2557C,"Cackett, Edward M. and Bentz, Misty C. and Kara, Erin",2021,Reverberation mapping of active galactic nuclei: from X-ray corona to dusty torus,"AGN, Reviews",iScience,2105.06926,10.1016/j.isci.2021.102557,https://ui.adsabs.harvard.edu/abs/2021iSci...24j2557C
4340,Cai2020ApJ...892...63C,"Cai, Zhen-Yi and Wang, Jun-Xian and Sun, Mouyuan",2020,EUCLIA. II. On the Puzzling Large UV to X-Ray Lags in Seyfert Galaxies,AGN,ApJ,2002.11116,10.3847/1538-4357/ab7991,https://ui.adsabs.harvard.edu/abs/2020ApJ...892...63C
4341,CalistroRivera2021A&A...649A.102C,"Calistro Rivera, G. and Alexander, D.~M. and Rosario, D.~J. and Harrison, C.~M. and Stalevski, M. and Rakshit, S. and Fawcett, V.~A. and Morabito, L.~K. and Klindt, L. and Best, P.~N. and Bonato, M. and Bowler, R.~A.~A. and Costa, T. and Kondapally, R.",2021,The multiwavelength properties of red QSOs: Evidence for dusty winds as the origin of QSO reddening,"AGN, Red-QSO",A\&A,2103.02610,10.1051/0004-6361/202040214,https://ui.adsabs.harvard.edu/abs/2021A&A...649A.102C
4342,Campitiello2021A&A...656A..96C,"Campitiello, Samuele and Celotti, Annalisa and Ghisellini, Gabriele and Sbarrato, Tullia",2021,The disk-torus system in active galactic nuclei: possible evidence of highly spinning black holes,AGN,A\&A,2110.00010,10.1051/0004-6361/202141602,https://ui.adsabs.harvard.edu/abs/2021A&A...656A..96C
4343,Campitiello2020A&A...640A..39C,"Campitiello, Samuele and Celotti, Annalisa and Ghisellini, Gabriele and Sbarrato, Tullia",2020,Estimating black hole masses: Accretion disk fitting versus reverberation mapping and single epoch,AGN,A\&A,1907.00986,10.1051/0004-6361/201936218,https://ui.adsabs.harvard.edu/abs/2020A&A...640A..39C
4344,Cann2020ApJ...895..147C,"Cann, Jenna M. and Satyapal, Shobita and Bohn, Thomas and Sexton, Remington O. and Pfeifle, Ryan W. and Manzano-King, Christina and Canalizo, Gabriela and Rothberg, Barry and Gliozzi, Mario and Secrest, Nathan J. and Blecha, Laura",2020,"Multiwavelength Observations of SDSS J105621.45+313822.1, a Broad-line, Low-metallicity AGN",AGN,ApJ,2004.11295,10.3847/1538-4357/ab8b64,https://ui.adsabs.harvard.edu/abs/2020ApJ...895..147C
4345,Cantiello2021ApJ...910...94C,"Cantiello, Matteo and Jermyn, Adam S. and Lin, Douglas N.~C.",2021,Stellar Evolution in AGN Disks,AGN,ApJ,2009.03936,10.3847/1538-4357/abdf4f,https://ui.adsabs.harvard.edu/abs/2021ApJ...910...94C
4346,Capetti2022A&A...660A..93C,"Capetti, A. and Brienza, M. and Balmaverde, B. and Best, P.~N. and Baldi, R.~D. and Drabent, A. and G\""urkan, G. and Rottgering, H.~J.~A. and Tasse, C. and Webster, B.",2022,"The LOFAR view of giant, early-type galaxies: Radio emission from active nuclei and star formation",AGN,A\&A,2202.08593,10.1051/0004-6361/202142911,https://ui.adsabs.harvard.edu/abs/2022A&A...660A..93C
4347,Capetti2021MNRAS.502.5086C,"Capetti, Alessandro and Laor, Ari and Baldi, Ranieri D. and Robinson, Andrew and Marconi, Alessandro",2021,Spectropolarimetry of low redshift quasars: origin of the polarization and implications for black hole mass estimates,AGN,MNRAS,2102.05935,10.1093/mnras/stab279,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.5086C
4348,Caplar2015ApJ...811..148C,"Caplar, Neven and Lilly, Simon J. and Trakhtenbrot, Benny",2015,AGN Evolution from a Galaxy Evolution Viewpoint,AGN,ApJ,1411.3719,10.1088/0004-637X/811/2/148,https://ui.adsabs.harvard.edu/abs/2015ApJ...811..148C
4349,Caplar2020ApJ...889L..29C,"Caplar, Neven and Pena, Theodore and Johnson, Sean D. and Greene, Jenny E.",2020,Observational Nonstationarity of AGN Variability: The Only Way to Go Is Down!,AGN,ApJ,2001.04471,10.3847/2041-8213/ab6a11,https://ui.adsabs.harvard.edu/abs/2020ApJ...889L..29C
4350,Cavagnolo2010ApJ...720.1066C,"Cavagnolo, K.~W. and McNamara, B.~R. and Nulsen, P.~E.~J. and Carilli, C.~L. and Jones, C. and B\^\irzan, L.",2010,A Relationship Between AGN Jet Power and Radio Power,AGN,ApJ,1006.5699,10.1088/0004-637X/720/2/1066,https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1066C
4351,Cerqueira-Campos2021MNRAS.500.2666C,"Cerqueira-Campos, F.~C. and Rodr\'\iguez-Ardila, A. and Riffel, R. and Marinello, M. and Prieto, A. and Dahmer-Hahn, L.~G.",2021,Coronal-line forest active galactic nuclei - I. Physical properties of the emission-line regions,AGN,MNRAS,2010.12595,10.1093/mnras/staa3320,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.2666C
4352,Chakraborty2021AN....342..142C,"Chakraborty, Avinanda and Bhattacharjee, Anirban",2021,"Black hole mass, jet, and accretion disk connection: An analysis of radio loud and radio quiet quasars",AGN,Astronomische Nachrichten,2011.08630,10.1002/asna.202113894,https://ui.adsabs.harvard.edu/abs/2021AN....342..142C
4353,Chan2019ApJ...881..113C,"Chan, Chi-Ho and Piran, Tsvi and Krolik, Julian H. and Saban, Dekel",2019,Tidal Disruption Events in Active Galactic Nuclei,AGN,ApJ,1904.12261,10.3847/1538-4357/ab2b40,https://ui.adsabs.harvard.edu/abs/2019ApJ...881..113C
4354,Chang2021MNRAS.503.1987C,"Chang, N. and Xie, F.~G. and Liu, X. and Ho, L.~C. and Dong, A. -J. and Han, Z.~H. and Wang, X.",2021,Possible evidence of a universal radio/X-ray correlation in a near-complete sample of hard X-ray selected seyfert galaxies,AGN,MNRAS,2102.10578,10.1093/mnras/stab521,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1987C
4355,Chang2020ApJ...888...44C,"Chang, Yu-Yen and Le Floc'h, Emeric and Juneau, St\'ephanie and da Cunha, Elisabete and Salvato, Mara and Dekel, Avishai and Civano, Francesca and Marchesi, Stefano and Suh, Hyewon and Wang, Wei-Hao",2020,Unveiling Sizes of Compact AGN Hosts with ALMA,AGN,ApJ,1911.07858,10.3847/1538-4357/ab595b,https://ui.adsabs.harvard.edu/abs/2020ApJ...888...44C
4356,ChauGiang2020arXiv200906958C,"Chau Giang, Nguyen and Hoang, Thiem",2020,Modelling Grain Rotational Disruption by Radiative Torques and Extinction of Active Galactic Nuclei,AGN,arXiv e-prints,2009.06958,,https://ui.adsabs.harvard.edu/abs/2020arXiv200906958C
4357,Chen2020ApJ...902...57C,"Chen, Chen and Hamann, Fred and Ma, Bo and Lundgren, Britt and York, Donald and Nestor, Daniel and AlSayyad, Yusra",2020,Absorption-line Environments of High-redshift BOSS Quasars,AGN,ApJ,2010.07622,10.3847/1538-4357/abb401,https://ui.adsabs.harvard.edu/abs/2020ApJ...902...57C
4358,Chen2020A&A...638A.113C,"Chen, H. and Garrett, M.~A. and Chi, S. and Thomson, A.~P. and Barthel, P.~D. and Alexander, D.~M. and Muxlow, T.~W.~B. and Beswick, R.~J. and Radcliffe, J.~F. and Wrigley, N.~H. and Guidetti, D. and Bondi, M. and Prandoni, I. and Smail, I. and McHardy, I. and Argo, M.~K.",2020,Searching for obscured AGN in z \ensuremath\sim 2 submillimetre galaxies,AGN,A\&A,2004.09356,10.1051/0004-6361/201937162,https://ui.adsabs.harvard.edu/abs/2020A&A...638A.113C
4359,Chen2020ApJ...905L...2C,"Chen, Xiaoyang and Ichikawa, Kohei and Noda, Hirofumi and Kawamuro, Taiki and Kawaguchi, Toshihiro and Toba, Yoshiki and Akiyama, Masayuki",2020,NuSTAR Non-detection of a Faint Active Galactic Nucleus in an Ultraluminous Infrared Galaxy with Kpc-scale Fast Wind,AGN,ApJ,2011.06914,10.3847/2041-8213/abca30,https://ui.adsabs.harvard.edu/abs/2020ApJ...905L...2C
4360,Chen2020ApJ...900...51C,"Chen, Xiaoyang and Akiyama, Masayuki and Ichikawa, Kohei and Noda, Hirofumi and Toba, Yoshiki and Yamamura, Issei and Kawaguchi, Toshihiro and Abdurro'uf and Kokubo, Mitsuru",2020,Tracing the Coevolution Path of Supermassive Black Holes and Spheroids with AKARI-selected Ultraluminous IR Galaxies at Intermediate Redshifts,AGN,ApJ,1911.04095,10.3847/1538-4357/aba599,https://ui.adsabs.harvard.edu/abs/2020ApJ...900...51C
4361,Chen2019MNRAS.485.3402C,"Chen, Yen-Chen and Hwang, Chorng-Yuan",2019,Emission line luminosity distributions of Seyfert 2 galaxies,AGN,MNRAS,1903.03581,10.1093/mnras/stz677,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.3402C
4362,Chen2020MNRAS.499.2245C,"Chen, Yu-Ching and Liu, Xin and Liao, Wei-Ting and Holgado, A. Miguel and Guo, Hengxiao and Gruendl, Robert A. and Morganson, Eric and Shen, Yue and Zhang, Kaiwen and Abbott, Tim M.~C. and Aguena, Michel and Allam, Sahar and Avila, Santiago and Bertin, Emmanuel and Bhargava, Sunayana and Brooks, David and Burke, David L. and Carnero Rosell, Aurelio and Carollo, Daniela and Carrasco Kind, Matias and Carretero, Jorge and Costanzi, Matteo and da Costa, Luiz N. and Davis, Tamara M. and De Vicente, Juan and Desai, Shantanu and Diehl, H. Thomas and Doel, Peter and Everett, Spencer and Flaugher, Brenna and Friedel, Douglas and Frieman, Joshua and Garc\'\ia-Bellido, Juan and Gaztanaga, Enrique and Glazebrook, Karl and Gruen, Daniel and Gutierrez, Gaston and Hinton, Samuel R. and Hollowood, Devon L. and James, David J. and Kim, Alex G. and Kuehn, Kyler and Kuropatkin, Nikolay and Lewis, Geraint F. and Lidman, Christopher and Lima, Marcos and Maia, Marcio A.~G. and March, Marisa and Marshall, Jennifer L. and Menanteau, Felipe and Miquel, Ramon and Palmese, Antonella and Paz-Chinch\'on, Francisco and Plazas, Andr\'es A. and Sanchez, Eusebio and Schubnell, Michael and Serrano, Santiago and Sevilla-Noarbe, Ignacio and Smith, Mathew and Suchyta, Eric and Swanson, Molly E.~C. and Tarle, Gregory and Tucker, Brad E. and Norbert Varga, Tamas and Walker, Alistair R.",2020,Candidate periodically variable quasars from the Dark Energy Survey and the Sloan Digital Sky Survey,AGN,MNRAS,2008.12329,10.1093/mnras/staa2957,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.2245C
4363,Cheng2019MNRAS.487.3884C,"Cheng, Huaqing and Yuan, Weimin and Liu, He-Yang and Breeveld, Alice A. and Jin, Chichuan and Liu, Bifang",2019,Modelling accretion disc emission with generalized temperature profile and its effect on AGN spectral energy distribution,AGN,MNRAS,1906.00157,10.1093/mnras/stz1532,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3884C
4364,Chiaraluce2020MNRAS.495.3943C,"Chiaraluce, E. and Panessa, F. and Bruni, G. and Baldi, R.~D. and Behar, E. and Vagnetti, F. and Tombesi, F. and McHardy, I.",2020,Hard-X-ray-selected active galactic nuclei - I. A radio view at high frequencies,AGN,MNRAS,2005.08569,10.1093/mnras/staa1393,https://ui.adsabs.harvard.edu/abs/2020MNRAS.495.3943C
4365,Chiaro2020JHEAp..27...77C,"Chiaro, Graziano and La Mura, Giovanni and Dom\'\inguez, Alberto and Bisogni, Susanna",2020,Searching for misaligned active galactic nuclei among blazar candidates in the Fourth Fermi-LAT catalog,AGN,Journal of High Energy Astrophysics,2007.14670,10.1016/j.jheap.2020.07.002,https://ui.adsabs.harvard.edu/abs/2020JHEAp..27...77C
4366,Cho2021ApJ...921...98C,"Cho, Hojin and Woo, Jong-Hak and Treu, Tommaso and Williams, Peter R. and Armen, Stephen F. and Barth, Aaron J. and Bennert, Vardha N. and Cho, Wanjin and Filippenko, Alexei V. and Gallo, Elena and Geum, Jaehyuk and Gonz\'alez-Buitrago, Diego and G\""ultekin, Kayhan and Hodges-Kluck, Edmund and Horst, John C. and Hwang, Seong Hyeon and Kang, Wonseok and Kim, Minjin and Kim, Taewoo and Leonard, Douglas C. and Malkan, Matthew A. and Remigio, Raymond P. and Sand, David J. and Shin, Jaejin and Son, Donghoon and Sung, Hyun-il and U, Vivian",2021,H\ensuremath\alpha Reverberation Mapping of the Intermediate-mass Active Galactic Nucleus in NGC 4395,AGN,ApJ,2108.07756,10.3847/1538-4357/ac1e92,https://ui.adsabs.harvard.edu/abs/2021ApJ...921...98C
4367,Circosta2019A&A...623A.172C,"Circosta, C. and Vignali, C. and Gilli, R. and Feltre, A. and Vito, F. and Calura, F. and Mainieri, V. and Massardi, M. and Norman, C.",2019,X-ray emission of z > 2.5 active galactic nuclei can be obscured by their host galaxies,AGN,A\&A,1901.07108,10.1051/0004-6361/201834426,https://ui.adsabs.harvard.edu/abs/2019A&A...623A.172C
4368,Circosta2021A&A...646A..96C,"Circosta, C. and Mainieri, V. and Lamperti, I. and Padovani, P. and Bischetti, M. and Harrison, C.~M. and Kakkad, D. and Zanella, A. and Vietri, G. and Lanzuisi, G. and Salvato, M. and Brusa, M. and Carniani, S. and Cicone, C. and Cresci, G. and Feruglio, C. and Husemann, B. and Mannucci, F. and Marconi, A. and Perna, M. and Piconcelli, E. and Puglisi, A. and Saintonge, A. and Schramm, M. and Vignali, C. and Zappacosta, L.",2021,SUPER. IV. CO(J = 3-2) properties of active galactic nucleus hosts at cosmic noon revealed by ALMA,AGN,A\&A,2012.07965,10.1051/0004-6361/202039270,https://ui.adsabs.harvard.edu/abs/2021A&A...646A..96C
4369,Comeron2021A&A...645A.130C,"Comer\'on, S. and Knapen, J.~H. and Ramos Almeida, C. and Watkins, A.~E.",2021,The complex multi-component outflow of the Seyfert galaxy NGC 7130,AGN,A\&A,2011.02937,10.1051/0004-6361/202039382,https://ui.adsabs.harvard.edu/abs/2021A&A...645A.130C
4370,Congiu2020MNRAS.499.3149C,"Congiu, E. and Kharb, P. and Tarchi, A. and Berton, M. and Caccianiga, A. and Chen, S. and Crepaldi, L. and Di Mille, F. and J\""arvel\""a, E. and Jarvis, M.~E. and La Mura, G. and Vietri, A.",2020,The radio structure of the narrow-line Seyfert 1 Mrk 783 with VLBA and e-MERLIN,AGN,MNRAS,2009.13529,10.1093/mnras/staa3024,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3149C
4371,Congiu2017FrASS...4...27C,"Congiu, Enrico and Contini, Marcella. and Ciroi, Stefano and Cracco, Valentina and Di Mille, Francesco and Berton, Marco and Frezzato, Michele and La Mura, Giovanni and Rafanelli, Piero",2017,Extended Narrow-Line Region in Seyfert Galaxies,AGN,Frontiers in Astronomy and Space Sciences,1710.01173,10.3389/fspas.2017.00027,https://ui.adsabs.harvard.edu/abs/2017FrASS...4...27C
4372,Connor2020ApJ...900..189C,"Connor, Thomas and Ba\~nados, Eduardo and Mazzucchelli, Chiara and Stern, Daniel and Decarli, Roberto and Fan, Xiaohui and Farina, Emanuele Paolo and Lusso, Elisabeta and Neeleman, Marcel and Walter, Fabian",2020,"X-Ray Observations of a [C II]-bright, z = 6.59 Quasar/Companion System",AGN,ApJ,2007.14571,10.3847/1538-4357/abaab9,https://ui.adsabs.harvard.edu/abs/2020ApJ...900..189C
4373,Connor2021ApJ...911..120C,"Connor, Thomas and Ba\~nados, Eduardo and Stern, Daniel and Carilli, Chris and Fabian, Andrew and Momjian, Emmanuel and Rojas-Ruiz, Sof\'\ia and Decarli, Roberto and Farina, Emanuele Paolo and Mazzucchelli, Chiara and Earnshaw, Hannah P.",2021,Enhanced X-Ray Emission from the Most Radio-powerful Quasar in the Universe's First Billion Years,AGN,ApJ,2103.03879,10.3847/1538-4357/abe710,https://ui.adsabs.harvard.edu/abs/2021ApJ...911..120C
4374,Contopoulos2019arXiv190103228C,"Contopoulos, Ioannis",2019,A Cosmic Battery in accretion flows around astrophysical black holes,AGN,arXiv e-prints,1901.03228,,https://ui.adsabs.harvard.edu/abs/2019arXiv190103228C
4375,Corral2019A&A...629A.133C,"Corral, A. and Georgantopoulos, I. and Akylas, A. and Ranalli, P.",2019,Compton-thick active galactic nuclei from the 7 Ms observation in the Chandra Deep Field South,AGN,A\&A,1908.09583,10.1051/0004-6361/201833799,https://ui.adsabs.harvard.edu/abs/2019A&A...629A.133C
4376,Cowie2020ApJ...891...69C,"Cowie, L.~L. and Barger, A.~J. and Bauer, F.~E. and Gonz\'alez-L\'opez, J.",2020,On the Absence of High-redshift AGNs: Little Growth in the Supermassive Black Hole Population at High Redshifts,AGN,ApJ,2001.06015,10.3847/1538-4357/ab6aaa,https://ui.adsabs.harvard.edu/abs/2020ApJ...891...69C
4377,Creque-Sarbinowski2021arXiv211013149C,"Creque-Sarbinowski, Cyril and Kamionkowski, Marc and Zhou, Bei",2021,AGN variability in the age of VRO,"AGN, variability",arXiv e-prints,2110.13149,,https://ui.adsabs.harvard.edu/abs/2021arXiv211013149C
4378,Croom2009MNRAS.399.1755C,"Croom, Scott M. and Richards, Gordon T. and Shanks, Tom and Boyle, Brian J. and Strauss, Michael A. and Myers, Adam D. and Nichol, Robert C. and Pimbblet, Kevin A. and Ross, Nicholas P. and Schneider, Donald P. and Sharp, Robert G. and Wake, David A.",2009,The 2dF-SDSS LRG and QSO survey: the QSO luminosity function at 0.4 < z < 2.6,AGN,MNRAS,0907.2727,10.1111/j.1365-2966.2009.15398.x,https://ui.adsabs.harvard.edu/abs/2009MNRAS.399.1755C
4379,Cupani2022MNRAS.510.2509C,"Cupani, Guido and Calderone, Giorgio and Selvelli, Pierluigi and Cristiani, Stefano and Boutsia, Konstantina and Grazian, Andrea and Fontanot, Fabio and Guarneri, Francesco and D'Odorico, Valentina and Giallongo, Emanuele and Menci, Nicola",2022,Near-infrared spectroscopy of extreme BAL QSOs from the QUBRICS bright quasar survey,AGN,MNRAS,2112.02594,10.1093/mnras/stab3562,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.2509C
4380,Czerny2019OAst...28..200C,"Czerny, Bozena",2019,Modelling broad emission lines in active galactic nuclei,AGN,Open Astronomy,1908.00742,10.1515/astro-2019-0018,https://ui.adsabs.harvard.edu/abs/2019OAst...28..200C
4381,D'Agostino2019MNRAS.487.4153D,"D'Agostino, Joshua J. and Kewley, Lisa J. and Groves, Brent A. and Medling, Anne M. and Di Teodoro, Enrico and Dopita, Michael A. and Thomas, Adam D. and Sutherland, Ralph S. and Garcia-Burillo, Santiago",2019,"Separating line emission from star formation, shocks, and AGN ionization in NGC 1068",AGN,MNRAS,1906.07907,10.1093/mnras/stz1611,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.4153D
4382,D'Agostino2019MNRAS.485L..38D,"D'Agostino, Joshua J. and Kewley, Lisa J. and Groves, Brent A. and Medling, Anne and Dopita, Michael A. and Thomas, Adam D.",2019,"A new diagnostic to separate line emission from star formation, shocks, and AGNs simultaneously in IFU data",AGN,MNRAS,1902.10295,10.1093/mnrasl/slz028,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485L..38D
4383,daSilva2021MNRAS.505..223D,"da Silva, Patr\'\icia and Menezes, R.~B. and D\'\iaz, Y. and L\'opez-Navas, Elena and Steiner, J.~E.",2021,The nuclear environment of NGC 2442: a Compton-thick low-luminosity AGN,AGN,MNRAS,2105.09420,10.1093/mnras/stab1249,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505..223D
4384,Dabhade2020A&A...642A.153D,"Dabhade, P. and Mahato, M. and Bagchi, J. and Saikia, D.~J. and Combes, F. and Sankhyayan, S. and R\""ottgering, H.~J.~A. and Ho, L.~C. and Gaikwad, M. and Raychaudhury, S. and Vaidya, B. and Guiderdoni, B.",2020,Search and analysis of giant radio galaxies with associated nuclei (SAGAN). I. New sample and multi-wavelength studies,AGN,A\&A,2005.03708,10.1051/0004-6361/202038344,https://ui.adsabs.harvard.edu/abs/2020A&A...642A.153D
4385,Dattathri2022MNRAS.514..826D,"Dattathri, Shashank and Sharma, Prateek",2022,Cosmological evolution of gas and supermassive black holes in idealized isolated haloes,AGN,MNRAS,2111.04751,10.1093/mnras/stac1342,https://ui.adsabs.harvard.edu/abs/2022MNRAS.514..826D
4386,Davies2019ApJ...884L..19D,"Davies, Frederick B. and Hennawi, Joseph F. and Eilers, Anna-Christina",2019,Evidence for Low Radiative Efficiency or Highly Obscured Growth of z > 7 Quasars,AGN,ApJ,1906.10130,10.3847/2041-8213/ab42e3,https://ui.adsabs.harvard.edu/abs/2019ApJ...884L..19D
4387,Dayal2020MNRAS.495.3065D,"Dayal, Pratika and Volonteri, Marta and Choudhury, Tirthankar Roy and Schneider, Raffaella and Trebitsch, Maxime and Gnedin, Nickolay Y. and Atek, Hakim and Hirschmann, Michaela and Reines, Amy",2020,Reionization with galaxies and active galactic nuclei,AGN,MNRAS,2001.06021,10.1093/mnras/staa1138,https://ui.adsabs.harvard.edu/abs/2020MNRAS.495.3065D
4388,DeCicco2021A&A...645A.103D,"De Cicco, D. and Bauer, F.~E. and Paolillo, M. and Cavuoti, S. and S\'anchez-S\'aez, P. and Brandt, W.~N. and Pignata, G. and Vaccari, M. and Radovich, M.",2021,A random forest-based selection of optically variable AGN in the VST-COSMOS field,AGN,A\&A,2011.08860,10.1051/0004-6361/202039193,https://ui.adsabs.harvard.edu/abs/2021A&A...645A.103D
